,Unnamed: 0,CellPath,RawFilePath,plate,path,type,image_name,cell_id_filename,MH_score,cell_id,KG_score
0,1,local_staging/singlecells/singlecells/F1006C34.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000102/3i0/63X_zstacks/5500000102_63x_20190604_Capture 1 - Capture 1 - C4 [144] Montage - 29_C3.tif,5500000102,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1006C34.tif,live,F1006C34,F1006C34_ACTN2_only.jpg,3,F1006C34,3
1,2,local_staging/singlecells/singlecells/F1008C20.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000102/3i0/63X_zstacks/5500000102_63x_20190604_Capture 1 - Capture 1 - C4 [144] Montage - 30_C3.tif,5500000102,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1008C20.tif,live,F1008C20,F1008C20_ACTN2_only.jpg,3,F1008C20,3
2,3,local_staging/singlecells/singlecells/F100C27.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000096/3i0/63X_zstacks/5500000096_63x_20190523_Capture 1 - Capture 1 - C5 [144] Montage - 12_C3.tif,5500000096,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F100C27.tif,live,F100C27,F100C27_ACTN2_only.jpg,3,F100C27,4
3,4,local_staging/singlecells/singlecells/F1018C16.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000102/3i0/63X_zstacks/5500000102_63x_20190604_Capture 1 - Capture 1 - C4 [144] Montage - 7_C3.tif,5500000102,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1018C16.tif,live,F1018C16,F1018C16_ACTN2_only.jpg,2,F1018C16,2
4,5,local_staging/singlecells/singlecells/F1024C5.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000102/3i0/63X_zstacks/5500000102_63x_20190604_Capture 1 - Capture 1 - C5 [144] Montage - 13_C3.tif,5500000102,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1024C5.tif,live,F1024C5,F1024C5_ACTN2_only.jpg,2,F1024C5,2
5,6,local_staging/singlecells/singlecells/F1032C37.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000102/3i0/63X_zstacks/5500000102_63x_20190604_Capture 1 - Capture 1 - C5 [144] Montage - 20_C3.tif,5500000102,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1032C37.tif,live,F1032C37,F1032C37_ACTN2_only.jpg,1,F1032C37,1
6,7,local_staging/singlecells/singlecells/F1038C18.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000102/3i0/63X_zstacks/5500000102_63x_20190604_Capture 1 - Capture 1 - C5 [144] Montage - 26_C3.tif,5500000102,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1038C18.tif,live,F1038C18,F1038C18_ACTN2_only.jpg,2,F1038C18,3
7,8,local_staging/singlecells/singlecells/F1047C35.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000102/3i0/63X_zstacks/5500000102_63x_20190604_Capture 1 - Capture 1 - C5 [144] Montage - 34_C3.tif,5500000102,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1047C35.tif,live,F1047C35,F1047C35_ACTN2_only.jpg,2,F1047C35,3
8,9,local_staging/singlecells/singlecells/F1051C19.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000102/3i0/63X_zstacks/5500000102_63x_20190604_Capture 1 - Capture 1 - C5 [144] Montage - 5_C3.tif,5500000102,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1051C19.tif,live,F1051C19,F1051C19_ACTN2_only.jpg,1,F1051C19,3
9,10,local_staging/singlecells/singlecells/F1054C13.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000102/3i0/63X_zstacks/5500000102_63x_20190604_Capture 1 - Capture 1 - C5 [144] Montage - 8_C3.tif,5500000102,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1054C13.tif,live,F1054C13,F1054C13_ACTN2_only.jpg,3,F1054C13,4
10,11,local_staging/singlecells/singlecells/F1054C22.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000102/3i0/63X_zstacks/5500000102_63x_20190604_Capture 1 - Capture 1 - C5 [144] Montage - 8_C3.tif,5500000102,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1054C22.tif,live,F1054C22,F1054C22_ACTN2_only.jpg,3,F1054C22,3
11,12,local_staging/singlecells/singlecells/F1055C7.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000102/3i0/63X_zstacks/5500000102_63x_20190604_Capture 1 - Capture 1 - C5 [144] Montage - 9_C3.tif,5500000102,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1055C7.tif,live,F1055C7,F1055C7_ACTN2_only.jpg,2,F1055C7,2
12,13,local_staging/singlecells/singlecells/F1056C41.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C2 [144] Montage - 10_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1056C41.tif,live,F1056C41,F1056C41_ACTN2_only.jpg,3,F1056C41,4
13,14,local_staging/singlecells/singlecells/F1058C16.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C2 [144] Montage - 12_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1058C16.tif,live,F1058C16,F1058C16_ACTN2_only.jpg,3,F1058C16,3
14,15,local_staging/singlecells/singlecells/F1058C21.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C2 [144] Montage - 12_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1058C21.tif,live,F1058C21,F1058C21_ACTN2_only.jpg,3,F1058C21,3
15,16,local_staging/singlecells/singlecells/F1058C34.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C2 [144] Montage - 12_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1058C34.tif,live,F1058C34,F1058C34_ACTN2_only.jpg,3,F1058C34,4
16,17,local_staging/singlecells/singlecells/F1059C4.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C2 [144] Montage - 13_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1059C4.tif,live,F1059C4,F1059C4_ACTN2_only.jpg,3,F1059C4,5
17,18,local_staging/singlecells/singlecells/F1061C59.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C2 [144] Montage - 15_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1061C59.tif,live,F1061C59,F1061C59_ACTN2_only.jpg,3,F1061C59,5
18,19,local_staging/singlecells/singlecells/F1062C20.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C2 [144] Montage - 16_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1062C20.tif,live,F1062C20,F1062C20_ACTN2_only.jpg,4,F1062C20,5
19,20,local_staging/singlecells/singlecells/F1062C34.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C2 [144] Montage - 16_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1062C34.tif,live,F1062C34,F1062C34_ACTN2_only.jpg,3,F1062C34,5
20,21,local_staging/singlecells/singlecells/F1062C38.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C2 [144] Montage - 16_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1062C38.tif,live,F1062C38,F1062C38_ACTN2_only.jpg,3,F1062C38,4
21,22,local_staging/singlecells/singlecells/F1063C27.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C2 [144] Montage - 17_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1063C27.tif,live,F1063C27,F1063C27_ACTN2_only.jpg,3,F1063C27,4
22,23,local_staging/singlecells/singlecells/F1068C39.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C2 [144] Montage - 3_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1068C39.tif,live,F1068C39,F1068C39_ACTN2_only.jpg,5,F1068C39,5
23,24,local_staging/singlecells/singlecells/F1068C50.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C2 [144] Montage - 3_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1068C50.tif,live,F1068C50,F1068C50_ACTN2_only.jpg,3,F1068C50,4
24,25,local_staging/singlecells/singlecells/F1070C13.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C2 [144] Montage - 5_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1070C13.tif,live,F1070C13,F1070C13_ACTN2_only.jpg,2,F1070C13,3
25,26,local_staging/singlecells/singlecells/F1072C31.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C2 [144] Montage - 7_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1072C31.tif,live,F1072C31,F1072C31_ACTN2_only.jpg,3,F1072C31,4
26,27,local_staging/singlecells/singlecells/F1078C15.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C3 [144] Montage - 13_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1078C15.tif,live,F1078C15,F1078C15_ACTN2_only.jpg,3,F1078C15,3
27,28,local_staging/singlecells/singlecells/F1078C26.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C3 [144] Montage - 13_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1078C26.tif,live,F1078C26,F1078C26_ACTN2_only.jpg,4,F1078C26,5
28,29,local_staging/singlecells/singlecells/F1081C25.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C3 [144] Montage - 16_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1081C25.tif,live,F1081C25,F1081C25_ACTN2_only.jpg,4,F1081C25,5
29,30,local_staging/singlecells/singlecells/F1084C14.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C3 [144] Montage - 19_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1084C14.tif,live,F1084C14,F1084C14_ACTN2_only.jpg,1,F1084C14,2
30,31,local_staging/singlecells/singlecells/F1086C29.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C3 [144] Montage - 20_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1086C29.tif,live,F1086C29,F1086C29_ACTN2_only.jpg,3,F1086C29,4
31,32,local_staging/singlecells/singlecells/F1086C32.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C3 [144] Montage - 20_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1086C32.tif,live,F1086C32,F1086C32_ACTN2_only.jpg,4,F1086C32,5
32,33,local_staging/singlecells/singlecells/F1087C14.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C3 [144] Montage - 21_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1087C14.tif,live,F1087C14,F1087C14_ACTN2_only.jpg,3,F1087C14,4
